Australian Bureau of Statistics

"2016 Census - Employment, Income and Education"
"LGA (UR) by OCCP - 2 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default summation","Persons Place of Usual Residence"

"Counting","LGA (UR)","OCCP - 2 Digit Level","Count",
"Persons Place of Usual Residence","Southern Downs (R)","Chief Executives, General Managers and Legislators",69
"Persons Place of Usual Residence","Southern Downs (R)","Farmers and Farm Managers",1063
"Persons Place of Usual Residence","Southern Downs (R)","Specialist Managers",479
"Persons Place of Usual Residence","Southern Downs (R)","Hospitality, Retail and Service Managers",610
"Persons Place of Usual Residence","Southern Downs (R)","Professionals, nfd",9
"Persons Place of Usual Residence","Southern Downs (R)","Arts and Media Professionals",47
"Persons Place of Usual Residence","Southern Downs (R)","Business, Human Resource and Marketing Professionals",215
"Persons Place of Usual Residence","Southern Downs (R)","Design, Engineering, Science and Transport Professionals",208
"Persons Place of Usual Residence","Southern Downs (R)","Education Professionals",644
"Persons Place of Usual Residence","Southern Downs (R)","Health Professionals",461
"Persons Place of Usual Residence","Southern Downs (R)","ICT Professionals",23
"Persons Place of Usual Residence","Southern Downs (R)","Legal, Social and Welfare Professionals",115
"Persons Place of Usual Residence","Southern Downs (R)","Technicians and Trades Workers, nfd",25
"Persons Place of Usual Residence","Southern Downs (R)","Engineering, ICT and Science Technicians",165
"Persons Place of Usual Residence","Southern Downs (R)","Automotive and Engineering Trades Workers",571
"Persons Place of Usual Residence","Southern Downs (R)","Construction Trades Workers",352
"Persons Place of Usual Residence","Southern Downs (R)","Electrotechnology and Telecommunications Trades Workers",157
"Persons Place of Usual Residence","Southern Downs (R)","Food Trades Workers",236
"Persons Place of Usual Residence","Southern Downs (R)","Skilled Animal and Horticultural Workers",150
"Persons Place of Usual Residence","Southern Downs (R)","Other Technicians and Trades Workers",214
"Persons Place of Usual Residence","Southern Downs (R)","Community and Personal Service Workers, nfd",0
"Persons Place of Usual Residence","Southern Downs (R)","Health and Welfare Support Workers",186
"Persons Place of Usual Residence","Southern Downs (R)","Carers and Aides",784
"Persons Place of Usual Residence","Southern Downs (R)","Hospitality Workers",297
"Persons Place of Usual Residence","Southern Downs (R)","Protective Service Workers",111
"Persons Place of Usual Residence","Southern Downs (R)","Clerical and Administrative Workers, nfd",0
"Persons Place of Usual Residence","Southern Downs (R)","Office Managers and Program Administrators",252
"Persons Place of Usual Residence","Southern Downs (R)","Personal Assistants and Secretaries",71
"Persons Place of Usual Residence","Southern Downs (R)","General Clerical Workers",352
"Persons Place of Usual Residence","Southern Downs (R)","Inquiry Clerks and Receptionists",226
"Persons Place of Usual Residence","Southern Downs (R)","Numerical Clerks",335
"Persons Place of Usual Residence","Southern Downs (R)","Clerical and Office Support Workers",110
"Persons Place of Usual Residence","Southern Downs (R)","Other Clerical and Administrative Workers",171
"Persons Place of Usual Residence","Southern Downs (R)","Sales Workers, nfd",0
"Persons Place of Usual Residence","Southern Downs (R)","Sales Representatives and Agents",156
"Persons Place of Usual Residence","Southern Downs (R)","Sales Assistants and Salespersons",966
"Persons Place of Usual Residence","Southern Downs (R)","Sales Support Workers",182
"Persons Place of Usual Residence","Southern Downs (R)","Machinery Operators and Drivers, nfd",19
"Persons Place of Usual Residence","Southern Downs (R)","Machine and Stationary Plant Operators",160
"Persons Place of Usual Residence","Southern Downs (R)","Mobile Plant Operators",248
"Persons Place of Usual Residence","Southern Downs (R)","Road and Rail Drivers",561
"Persons Place of Usual Residence","Southern Downs (R)","Storepersons",193
"Persons Place of Usual Residence","Southern Downs (R)","Labourers, nfd",70
"Persons Place of Usual Residence","Southern Downs (R)","Cleaners and Laundry Workers",411
"Persons Place of Usual Residence","Southern Downs (R)","Construction and Mining Labourers",223
"Persons Place of Usual Residence","Southern Downs (R)","Factory Process Workers",677
"Persons Place of Usual Residence","Southern Downs (R)","Farm, Forestry and Garden Workers",621
"Persons Place of Usual Residence","Southern Downs (R)","Food Preparation Assistants",219
"Persons Place of Usual Residence","Southern Downs (R)","Other Labourers",290
"Persons Place of Usual Residence","Southern Downs (R)","Sports and Personal Service Workers",116
"Persons Place of Usual Residence","Southern Downs (R)","Total",13854
"Persons Place of Usual Residence","South Burnett (R)","Managers, nfd",16
"Persons Place of Usual Residence","South Burnett (R)","Chief Executives, General Managers and Legislators",46
"Persons Place of Usual Residence","South Burnett (R)","Farmers and Farm Managers",897
"Persons Place of Usual Residence","South Burnett (R)","Specialist Managers",368
"Persons Place of Usual Residence","South Burnett (R)","Hospitality, Retail and Service Managers",472
"Persons Place of Usual Residence","South Burnett (R)","Professionals, nfd",3
"Persons Place of Usual Residence","South Burnett (R)","Arts and Media Professionals",32
"Persons Place of Usual Residence","South Burnett (R)","Business, Human Resource and Marketing Professionals",169
"Persons Place of Usual Residence","South Burnett (R)","Design, Engineering, Science and Transport Professionals",139
"Persons Place of Usual Residence","South Burnett (R)","Education Professionals",589
"Persons Place of Usual Residence","South Burnett (R)","Health Professionals",404
"Persons Place of Usual Residence","South Burnett (R)","ICT Professionals",21
"Persons Place of Usual Residence","South Burnett (R)","Legal, Social and Welfare Professionals",150
"Persons Place of Usual Residence","South Burnett (R)","Technicians and Trades Workers, nfd",15
"Persons Place of Usual Residence","South Burnett (R)","Engineering, ICT and Science Technicians",189
"Persons Place of Usual Residence","South Burnett (R)","Automotive and Engineering Trades Workers",496
"Persons Place of Usual Residence","South Burnett (R)","Construction Trades Workers",225
"Persons Place of Usual Residence","South Burnett (R)","Electrotechnology and Telecommunications Trades Workers",212
"Persons Place of Usual Residence","South Burnett (R)","Food Trades Workers",162
"Persons Place of Usual Residence","South Burnett (R)","Skilled Animal and Horticultural Workers",127
"Persons Place of Usual Residence","South Burnett (R)","Other Technicians and Trades Workers",183
"Persons Place of Usual Residence","South Burnett (R)","Community and Personal Service Workers, nfd",0
"Persons Place of Usual Residence","South Burnett (R)","Health and Welfare Support Workers",218
"Persons Place of Usual Residence","South Burnett (R)","Carers and Aides",773
"Persons Place of Usual Residence","South Burnett (R)","Hospitality Workers",175
"Persons Place of Usual Residence","South Burnett (R)","Protective Service Workers",120
"Persons Place of Usual Residence","South Burnett (R)","Clerical and Administrative Workers, nfd",0
"Persons Place of Usual Residence","South Burnett (R)","Office Managers and Program Administrators",178
"Persons Place of Usual Residence","South Burnett (R)","Personal Assistants and Secretaries",64
"Persons Place of Usual Residence","South Burnett (R)","General Clerical Workers",284
"Persons Place of Usual Residence","South Burnett (R)","Inquiry Clerks and Receptionists",167
"Persons Place of Usual Residence","South Burnett (R)","Numerical Clerks",229
"Persons Place of Usual Residence","South Burnett (R)","Clerical and Office Support Workers",86
"Persons Place of Usual Residence","South Burnett (R)","Other Clerical and Administrative Workers",145
"Persons Place of Usual Residence","South Burnett (R)","Sales Workers, nfd",0
"Persons Place of Usual Residence","South Burnett (R)","Sales Representatives and Agents",117
"Persons Place of Usual Residence","South Burnett (R)","Sales Assistants and Salespersons",758
"Persons Place of Usual Residence","South Burnett (R)","Sales Support Workers",155
"Persons Place of Usual Residence","South Burnett (R)","Machinery Operators and Drivers, nfd",35
"Persons Place of Usual Residence","South Burnett (R)","Machine and Stationary Plant Operators",338
"Persons Place of Usual Residence","South Burnett (R)","Mobile Plant Operators",257
"Persons Place of Usual Residence","South Burnett (R)","Road and Rail Drivers",373
"Persons Place of Usual Residence","South Burnett (R)","Storepersons",58
"Persons Place of Usual Residence","South Burnett (R)","Labourers, nfd",62
"Persons Place of Usual Residence","South Burnett (R)","Cleaners and Laundry Workers",403
"Persons Place of Usual Residence","South Burnett (R)","Construction and Mining Labourers",169
"Persons Place of Usual Residence","South Burnett (R)","Factory Process Workers",482
"Persons Place of Usual Residence","South Burnett (R)","Farm, Forestry and Garden Workers",390
"Persons Place of Usual Residence","South Burnett (R)","Food Preparation Assistants",174
"Persons Place of Usual Residence","South Burnett (R)","Other Labourers",229
"Persons Place of Usual Residence","South Burnett (R)","Sports and Personal Service Workers",87
"Persons Place of Usual Residence","South Burnett (R)","Total",11444
"Persons Place of Usual Residence","Somerset (R)","Managers, nfd",15
"Persons Place of Usual Residence","Somerset (R)","Chief Executives, General Managers and Legislators",46
"Persons Place of Usual Residence","Somerset (R)","Farmers and Farm Managers",547
"Persons Place of Usual Residence","Somerset (R)","Specialist Managers",348
"Persons Place of Usual Residence","Somerset (R)","Hospitality, Retail and Service Managers",326
"Persons Place of Usual Residence","Somerset (R)","Professionals, nfd",8
"Persons Place of Usual Residence","Somerset (R)","Arts and Media Professionals",27
"Persons Place of Usual Residence","Somerset (R)","Business, Human Resource and Marketing Professionals",156
"Persons Place of Usual Residence","Somerset (R)","Design, Engineering, Science and Transport Professionals",117
"Persons Place of Usual Residence","Somerset (R)","Education Professionals",315
"Persons Place of Usual Residence","Somerset (R)","Health Professionals",290
"Persons Place of Usual Residence","Somerset (R)","ICT Professionals",40
"Persons Place of Usual Residence","Somerset (R)","Legal, Social and Welfare Professionals",69
"Persons Place of Usual Residence","Somerset (R)","Technicians and Trades Workers, nfd",17
"Persons Place of Usual Residence","Somerset (R)","Engineering, ICT and Science Technicians",160
"Persons Place of Usual Residence","Somerset (R)","Automotive and Engineering Trades Workers",414
"Persons Place of Usual Residence","Somerset (R)","Construction Trades Workers",226
"Persons Place of Usual Residence","Somerset (R)","Electrotechnology and Telecommunications Trades Workers",148
"Persons Place of Usual Residence","Somerset (R)","Food Trades Workers",171
"Persons Place of Usual Residence","Somerset (R)","Skilled Animal and Horticultural Workers",140
"Persons Place of Usual Residence","Somerset (R)","Other Technicians and Trades Workers",111
"Persons Place of Usual Residence","Somerset (R)","Community and Personal Service Workers, nfd",0
"Persons Place of Usual Residence","Somerset (R)","Health and Welfare Support Workers",116
"Persons Place of Usual Residence","Somerset (R)","Carers and Aides",481
"Persons Place of Usual Residence","Somerset (R)","Hospitality Workers",133
"Persons Place of Usual Residence","Somerset (R)","Protective Service Workers",200
"Persons Place of Usual Residence","Somerset (R)","Clerical and Administrative Workers, nfd",0
"Persons Place of Usual Residence","Somerset (R)","Office Managers and Program Administrators",145
"Persons Place of Usual Residence","Somerset (R)","Personal Assistants and Secretaries",53
"Persons Place of Usual Residence","Somerset (R)","General Clerical Workers",223
"Persons Place of Usual Residence","Somerset (R)","Inquiry Clerks and Receptionists",138
"Persons Place of Usual Residence","Somerset (R)","Numerical Clerks",218
"Persons Place of Usual Residence","Somerset (R)","Clerical and Office Support Workers",92
"Persons Place of Usual Residence","Somerset (R)","Other Clerical and Administrative Workers",159
"Persons Place of Usual Residence","Somerset (R)","Sales Workers, nfd",0
"Persons Place of Usual Residence","Somerset (R)","Sales Representatives and Agents",109
"Persons Place of Usual Residence","Somerset (R)","Sales Assistants and Salespersons",528
"Persons Place of Usual Residence","Somerset (R)","Sales Support Workers",110
"Persons Place of Usual Residence","Somerset (R)","Machinery Operators and Drivers, nfd",31
"Persons Place of Usual Residence","Somerset (R)","Machine and Stationary Plant Operators",178
"Persons Place of Usual Residence","Somerset (R)","Mobile Plant Operators",203
"Persons Place of Usual Residence","Somerset (R)","Road and Rail Drivers",470
"Persons Place of Usual Residence","Somerset (R)","Storepersons",82
"Persons Place of Usual Residence","Somerset (R)","Labourers, nfd",44
"Persons Place of Usual Residence","Somerset (R)","Cleaners and Laundry Workers",274
"Persons Place of Usual Residence","Somerset (R)","Construction and Mining Labourers",182
"Persons Place of Usual Residence","Somerset (R)","Factory Process Workers",558
"Persons Place of Usual Residence","Somerset (R)","Farm, Forestry and Garden Workers",272
"Persons Place of Usual Residence","Somerset (R)","Food Preparation Assistants",101
"Persons Place of Usual Residence","Somerset (R)","Other Labourers",211
"Persons Place of Usual Residence","Somerset (R)","Sports and Personal Service Workers",94
"Persons Place of Usual Residence","Somerset (R)","Total",9111
"Persons Place of Usual Residence","Scenic Rim (R)","Managers, nfd",45
"Persons Place of Usual Residence","Scenic Rim (R)","Chief Executives, General Managers and Legislators",129
"Persons Place of Usual Residence","Scenic Rim (R)","Farmers and Farm Managers",876
"Persons Place of Usual Residence","Scenic Rim (R)","Specialist Managers",820
"Persons Place of Usual Residence","Scenic Rim (R)","Hospitality, Retail and Service Managers",689
"Persons Place of Usual Residence","Scenic Rim (R)","Professionals, nfd",21
"Persons Place of Usual Residence","Scenic Rim (R)","Arts and Media Professionals",113
"Persons Place of Usual Residence","Scenic Rim (R)","Business, Human Resource and Marketing Professionals",391
"Persons Place of Usual Residence","Scenic Rim (R)","Design, Engineering, Science and Transport Professionals",301
"Persons Place of Usual Residence","Scenic Rim (R)","Education Professionals",769
"Persons Place of Usual Residence","Scenic Rim (R)","Health Professionals",555
"Persons Place of Usual Residence","Scenic Rim (R)","ICT Professionals",102
"Persons Place of Usual Residence","Scenic Rim (R)","Legal, Social and Welfare Professionals",177
"Persons Place of Usual Residence","Scenic Rim (R)","Technicians and Trades Workers, nfd",23
"Persons Place of Usual Residence","Scenic Rim (R)","Engineering, ICT and Science Technicians",288
"Persons Place of Usual Residence","Scenic Rim (R)","Automotive and Engineering Trades Workers",655
"Persons Place of Usual Residence","Scenic Rim (R)","Construction Trades Workers",521
"Persons Place of Usual Residence","Scenic Rim (R)","Electrotechnology and Telecommunications Trades Workers",320
"Persons Place of Usual Residence","Scenic Rim (R)","Food Trades Workers",278
"Persons Place of Usual Residence","Scenic Rim (R)","Skilled Animal and Horticultural Workers",370
"Persons Place of Usual Residence","Scenic Rim (R)","Other Technicians and Trades Workers",272
"Persons Place of Usual Residence","Scenic Rim (R)","Community and Personal Service Workers, nfd",0
"Persons Place of Usual Residence","Scenic Rim (R)","Health and Welfare Support Workers",217
"Persons Place of Usual Residence","Scenic Rim (R)","Carers and Aides",797
"Persons Place of Usual Residence","Scenic Rim (R)","Hospitality Workers",412
"Persons Place of Usual Residence","Scenic Rim (R)","Protective Service Workers",218
"Persons Place of Usual Residence","Scenic Rim (R)","Clerical and Administrative Workers, nfd",0
"Persons Place of Usual Residence","Scenic Rim (R)","Office Managers and Program Administrators",365
"Persons Place of Usual Residence","Scenic Rim (R)","Personal Assistants and Secretaries",130
"Persons Place of Usual Residence","Scenic Rim (R)","General Clerical Workers",432
"Persons Place of Usual Residence","Scenic Rim (R)","Inquiry Clerks and Receptionists",283
"Persons Place of Usual Residence","Scenic Rim (R)","Numerical Clerks",467
"Persons Place of Usual Residence","Scenic Rim (R)","Clerical and Office Support Workers",118
"Persons Place of Usual Residence","Scenic Rim (R)","Other Clerical and Administrative Workers",259
"Persons Place of Usual Residence","Scenic Rim (R)","Sales Workers, nfd",0
"Persons Place of Usual Residence","Scenic Rim (R)","Sales Representatives and Agents",264
"Persons Place of Usual Residence","Scenic Rim (R)","Sales Assistants and Salespersons",925
"Persons Place of Usual Residence","Scenic Rim (R)","Sales Support Workers",173
"Persons Place of Usual Residence","Scenic Rim (R)","Machinery Operators and Drivers, nfd",27
"Persons Place of Usual Residence","Scenic Rim (R)","Machine and Stationary Plant Operators",227
"Persons Place of Usual Residence","Scenic Rim (R)","Mobile Plant Operators",297
"Persons Place of Usual Residence","Scenic Rim (R)","Road and Rail Drivers",657
"Persons Place of Usual Residence","Scenic Rim (R)","Storepersons",94
"Persons Place of Usual Residence","Scenic Rim (R)","Labourers, nfd",89
"Persons Place of Usual Residence","Scenic Rim (R)","Cleaners and Laundry Workers",495
"Persons Place of Usual Residence","Scenic Rim (R)","Construction and Mining Labourers",350
"Persons Place of Usual Residence","Scenic Rim (R)","Factory Process Workers",387
"Persons Place of Usual Residence","Scenic Rim (R)","Farm, Forestry and Garden Workers",508
"Persons Place of Usual Residence","Scenic Rim (R)","Food Preparation Assistants",234
"Persons Place of Usual Residence","Scenic Rim (R)","Other Labourers",314
"Persons Place of Usual Residence","Scenic Rim (R)","Sports and Personal Service Workers",223
"Persons Place of Usual Residence","Scenic Rim (R)","Total",16684
"Persons Place of Usual Residence","Rockhampton (R)","Managers, nfd",81
"Persons Place of Usual Residence","Rockhampton (R)","Chief Executives, General Managers and Legislators",189
"Persons Place of Usual Residence","Rockhampton (R)","Farmers and Farm Managers",356
"Persons Place of Usual Residence","Rockhampton (R)","Specialist Managers",1179
"Persons Place of Usual Residence","Rockhampton (R)","Hospitality, Retail and Service Managers",1289
"Persons Place of Usual Residence","Rockhampton (R)","Professionals, nfd",59
"Persons Place of Usual Residence","Rockhampton (R)","Arts and Media Professionals",127
"Persons Place of Usual Residence","Rockhampton (R)","Business, Human Resource and Marketing Professionals",967
"Persons Place of Usual Residence","Rockhampton (R)","Design, Engineering, Science and Transport Professionals",550
"Persons Place of Usual Residence","Rockhampton (R)","Education Professionals",1513
"Persons Place of Usual Residence","Rockhampton (R)","Health Professionals",1653
"Persons Place of Usual Residence","Rockhampton (R)","ICT Professionals",167
"Persons Place of Usual Residence","Rockhampton (R)","Legal, Social and Welfare Professionals",492
"Persons Place of Usual Residence","Rockhampton (R)","Technicians and Trades Workers, nfd",50
"Persons Place of Usual Residence","Rockhampton (R)","Engineering, ICT and Science Technicians",781
"Persons Place of Usual Residence","Rockhampton (R)","Automotive and Engineering Trades Workers",1866
"Persons Place of Usual Residence","Rockhampton (R)","Construction Trades Workers",779
"Persons Place of Usual Residence","Rockhampton (R)","Electrotechnology and Telecommunications Trades Workers",917
"Persons Place of Usual Residence","Rockhampton (R)","Food Trades Workers",501
"Persons Place of Usual Residence","Rockhampton (R)","Skilled Animal and Horticultural Workers",310
"Persons Place of Usual Residence","Rockhampton (R)","Other Technicians and Trades Workers",453
"Persons Place of Usual Residence","Rockhampton (R)","Community and Personal Service Workers, nfd",0
"Persons Place of Usual Residence","Rockhampton (R)","Health and Welfare Support Workers",562
"Persons Place of Usual Residence","Rockhampton (R)","Carers and Aides",2054
"Persons Place of Usual Residence","Rockhampton (R)","Hospitality Workers",672
"Persons Place of Usual Residence","Rockhampton (R)","Protective Service Workers",581
"Persons Place of Usual Residence","Rockhampton (R)","Clerical and Administrative Workers, nfd",13
"Persons Place of Usual Residence","Rockhampton (R)","Office Managers and Program Administrators",773
"Persons Place of Usual Residence","Rockhampton (R)","Personal Assistants and Secretaries",223
"Persons Place of Usual Residence","Rockhampton (R)","General Clerical Workers",1018
"Persons Place of Usual Residence","Rockhampton (R)","Inquiry Clerks and Receptionists",790
"Persons Place of Usual Residence","Rockhampton (R)","Numerical Clerks",742
"Persons Place of Usual Residence","Rockhampton (R)","Clerical and Office Support Workers",259
"Persons Place of Usual Residence","Rockhampton (R)","Other Clerical and Administrative Workers",682
"Persons Place of Usual Residence","Rockhampton (R)","Sales Workers, nfd",7
"Persons Place of Usual Residence","Rockhampton (R)","Sales Representatives and Agents",399
"Persons Place of Usual Residence","Rockhampton (R)","Sales Assistants and Salespersons",2454
"Persons Place of Usual Residence","Rockhampton (R)","Sales Support Workers",545
"Persons Place of Usual Residence","Rockhampton (R)","Machinery Operators and Drivers, nfd",72
"Persons Place of Usual Residence","Rockhampton (R)","Machine and Stationary Plant Operators",1018
"Persons Place of Usual Residence","Rockhampton (R)","Mobile Plant Operators",375
"Persons Place of Usual Residence","Rockhampton (R)","Road and Rail Drivers",1333
"Persons Place of Usual Residence","Rockhampton (R)","Storepersons",288
"Persons Place of Usual Residence","Rockhampton (R)","Labourers, nfd",144
"Persons Place of Usual Residence","Rockhampton (R)","Cleaners and Laundry Workers",1131
"Persons Place of Usual Residence","Rockhampton (R)","Construction and Mining Labourers",513
"Persons Place of Usual Residence","Rockhampton (R)","Factory Process Workers",912
"Persons Place of Usual Residence","Rockhampton (R)","Farm, Forestry and Garden Workers",301
"Persons Place of Usual Residence","Rockhampton (R)","Food Preparation Assistants",596
"Persons Place of Usual Residence","Rockhampton (R)","Other Labourers",736
"Persons Place of Usual Residence","Rockhampton (R)","Sports and Personal Service Workers",378
"Persons Place of Usual Residence","Rockhampton (R)","Total",33853
"Persons Place of Usual Residence","Richmond (S)","Managers, nfd",0
"Persons Place of Usual Residence","Richmond (S)","Chief Executives, General Managers and Legislators",0
"Persons Place of Usual Residence","Richmond (S)","Farmers and Farm Managers",84
"Persons Place of Usual Residence","Richmond (S)","Specialist Managers",16
"Persons Place of Usual Residence","Richmond (S)","Hospitality, Retail and Service Managers",18
"Persons Place of Usual Residence","Richmond (S)","Professionals, nfd",0
"Persons Place of Usual Residence","Richmond (S)","Arts and Media Professionals",0
"Persons Place of Usual Residence","Richmond (S)","Business, Human Resource and Marketing Professionals",11
"Persons Place of Usual Residence","Richmond (S)","Design, Engineering, Science and Transport Professionals",9
"Persons Place of Usual Residence","Richmond (S)","Education Professionals",10
"Persons Place of Usual Residence","Richmond (S)","Health Professionals",9
"Persons Place of Usual Residence","Richmond (S)","ICT Professionals",0
"Persons Place of Usual Residence","Richmond (S)","Legal, Social and Welfare Professionals",4
"Persons Place of Usual Residence","Richmond (S)","Technicians and Trades Workers, nfd",0
"Persons Place of Usual Residence","Richmond (S)","Engineering, ICT and Science Technicians",0
"Persons Place of Usual Residence","Richmond (S)","Automotive and Engineering Trades Workers",14
"Persons Place of Usual Residence","Richmond (S)","Construction Trades Workers",3
"Persons Place of Usual Residence","Richmond (S)","Electrotechnology and Telecommunications Trades Workers",3
"Persons Place of Usual Residence","Richmond (S)","Food Trades Workers",17
"Persons Place of Usual Residence","Richmond (S)","Skilled Animal and Horticultural Workers",6
"Persons Place of Usual Residence","Richmond (S)","Other Technicians and Trades Workers",0
"Persons Place of Usual Residence","Richmond (S)","Community and Personal Service Workers, nfd",0
"Persons Place of Usual Residence","Richmond (S)","Health and Welfare Support Workers",4
"Persons Place of Usual Residence","Richmond (S)","Carers and Aides",18
"Persons Place of Usual Residence","Richmond (S)","Hospitality Workers",4
"Persons Place of Usual Residence","Richmond (S)","Protective Service Workers",3
"Persons Place of Usual Residence","Richmond (S)","Clerical and Administrative Workers, nfd",0
"Persons Place of Usual Residence","Richmond (S)","Office Managers and Program Administrators",6
"Persons Place of Usual Residence","Richmond (S)","Personal Assistants and Secretaries",0
"Persons Place of Usual Residence","Richmond (S)","General Clerical Workers",3
"Persons Place of Usual Residence","Richmond (S)","Inquiry Clerks and Receptionists",3
"Persons Place of Usual Residence","Richmond (S)","Numerical Clerks",14
"Persons Place of Usual Residence","Richmond (S)","Clerical and Office Support Workers",4
"Persons Place of Usual Residence","Richmond (S)","Other Clerical and Administrative Workers",6
"Persons Place of Usual Residence","Richmond (S)","Sales Workers, nfd",0
"Persons Place of Usual Residence","Richmond (S)","Sales Representatives and Agents",3
"Persons Place of Usual Residence","Richmond (S)","Sales Assistants and Salespersons",13
"Persons Place of Usual Residence","Richmond (S)","Sales Support Workers",3
"Persons Place of Usual Residence","Richmond (S)","Machinery Operators and Drivers, nfd",4
"Persons Place of Usual Residence","Richmond (S)","Machine and Stationary Plant Operators",3
"Persons Place of Usual Residence","Richmond (S)","Mobile Plant Operators",19
"Persons Place of Usual Residence","Richmond (S)","Road and Rail Drivers",13
"Persons Place of Usual Residence","Richmond (S)","Storepersons",0
"Persons Place of Usual Residence","Richmond (S)","Labourers, nfd",5
"Persons Place of Usual Residence","Richmond (S)","Cleaners and Laundry Workers",18
"Persons Place of Usual Residence","Richmond (S)","Construction and Mining Labourers",20
"Persons Place of Usual Residence","Richmond (S)","Factory Process Workers",0
"Persons Place of Usual Residence","Richmond (S)","Farm, Forestry and Garden Workers",40
"Persons Place of Usual Residence","Richmond (S)","Food Preparation Assistants",3
"Persons Place of Usual Residence","Richmond (S)","Other Labourers",4
"Persons Place of Usual Residence","Richmond (S)","Sports and Personal Service Workers",3
"Persons Place of Usual Residence","Richmond (S)","Total",417
"Persons Place of Usual Residence","Redland (C)","Managers, nfd",282
"Persons Place of Usual Residence","Redland (C)","Chief Executives, General Managers and Legislators",818
"Persons Place of Usual Residence","Redland (C)","Farmers and Farm Managers",106
"Persons Place of Usual Residence","Redland (C)","Specialist Managers",4729
"Persons Place of Usual Residence","Redland (C)","Hospitality, Retail and Service Managers",2786
"Persons Place of Usual Residence","Redland (C)","Professionals, nfd",127
"Persons Place of Usual Residence","Redland (C)","Arts and Media Professionals",287
"Persons Place of Usual Residence","Redland (C)","Business, Human Resource and Marketing Professionals",2848
"Persons Place of Usual Residence","Redland (C)","Design, Engineering, Science and Transport Professionals",1667
"Persons Place of Usual Residence","Redland (C)","Education Professionals",2809
"Persons Place of Usual Residence","Redland (C)","Health Professionals",2707
"Persons Place of Usual Residence","Redland (C)","ICT Professionals",869
"Persons Place of Usual Residence","Redland (C)","Legal, Social and Welfare Professionals",717
"Persons Place of Usual Residence","Redland (C)","Technicians and Trades Workers, nfd",145
"Persons Place of Usual Residence","Redland (C)","Engineering, ICT and Science Technicians",1628
"Persons Place of Usual Residence","Redland (C)","Automotive and Engineering Trades Workers",2171
"Persons Place of Usual Residence","Redland (C)","Construction Trades Workers",2591
"Persons Place of Usual Residence","Redland (C)","Electrotechnology and Telecommunications Trades Workers",1850
"Persons Place of Usual Residence","Redland (C)","Food Trades Workers",782
"Persons Place of Usual Residence","Redland (C)","Skilled Animal and Horticultural Workers",676
"Persons Place of Usual Residence","Redland (C)","Other Technicians and Trades Workers",1328
"Persons Place of Usual Residence","Redland (C)","Community and Personal Service Workers, nfd",0
"Persons Place of Usual Residence","Redland (C)","Health and Welfare Support Workers",753
"Persons Place of Usual Residence","Redland (C)","Carers and Aides",3610
"Persons Place of Usual Residence","Redland (C)","Hospitality Workers",1399
"Persons Place of Usual Residence","Redland (C)","Protective Service Workers",855
"Persons Place of Usual Residence","Redland (C)","Clerical and Administrative Workers, nfd",21
"Persons Place of Usual Residence","Redland (C)","Office Managers and Program Administrators",2048
"Persons Place of Usual Residence","Redland (C)","Personal Assistants and Secretaries",741
"Persons Place of Usual Residence","Redland (C)","General Clerical Workers",2058
"Persons Place of Usual Residence","Redland (C)","Inquiry Clerks and Receptionists",1818
"Persons Place of Usual Residence","Redland (C)","Numerical Clerks",2446
"Persons Place of Usual Residence","Redland (C)","Clerical and Office Support Workers",477
"Persons Place of Usual Residence","Redland (C)","Other Clerical and Administrative Workers",1599
"Persons Place of Usual Residence","Redland (C)","Sales Workers, nfd",15
"Persons Place of Usual Residence","Redland (C)","Sales Representatives and Agents",1472
"Persons Place of Usual Residence","Redland (C)","Sales Assistants and Salespersons",4442
"Persons Place of Usual Residence","Redland (C)","Sales Support Workers",1114
"Persons Place of Usual Residence","Redland (C)","Machinery Operators and Drivers, nfd",65
"Persons Place of Usual Residence","Redland (C)","Machine and Stationary Plant Operators",797
"Persons Place of Usual Residence","Redland (C)","Mobile Plant Operators",800
"Persons Place of Usual Residence","Redland (C)","Road and Rail Drivers",1899
"Persons Place of Usual Residence","Redland (C)","Storepersons",848
"Persons Place of Usual Residence","Redland (C)","Labourers, nfd",198
"Persons Place of Usual Residence","Redland (C)","Cleaners and Laundry Workers",1489
"Persons Place of Usual Residence","Redland (C)","Construction and Mining Labourers",1208
"Persons Place of Usual Residence","Redland (C)","Factory Process Workers",1133
"Persons Place of Usual Residence","Redland (C)","Farm, Forestry and Garden Workers",481
"Persons Place of Usual Residence","Redland (C)","Food Preparation Assistants",887
"Persons Place of Usual Residence","Redland (C)","Other Labourers",1466
"Persons Place of Usual Residence","Redland (C)","Sports and Personal Service Workers",1035
"Persons Place of Usual Residence","Redland (C)","Total",69136
"Persons Place of Usual Residence","Quilpie (S)","Managers, nfd",0
"Persons Place of Usual Residence","Quilpie (S)","Chief Executives, General Managers and Legislators",0
"Persons Place of Usual Residence","Quilpie (S)","Farmers and Farm Managers",72
"Persons Place of Usual Residence","Quilpie (S)","Specialist Managers",11
"Persons Place of Usual Residence","Quilpie (S)","Hospitality, Retail and Service Managers",24
"Persons Place of Usual Residence","Quilpie (S)","Professionals, nfd",0
"Persons Place of Usual Residence","Quilpie (S)","Arts and Media Professionals",0
"Persons Place of Usual Residence","Quilpie (S)","Business, Human Resource and Marketing Professionals",0
